IRIS,IRIS_NAME,Nb_BT
583080000,Vignol,6
583090000,Villapourçon,58
583100000,Villiers-le-Sec,1
583110000,Ville-Langy,19
583120000,Villiers-sur-Yonne,14
583130000,Vitry-Laché,5
590010000,Abancourt,8
590020000,Abscon,23
590030000,Aibes,9
590040000,Aix,14
590050000,Allennes-les-Marais,28
590060000,Amfroipret,4
590070000,Anhiers,7
590080101,Nord,13
590080102,Village Centre,9
590080103,Centre 2,9
590080104,Sud,16
590090101,Breucq,9
590090102,Sart,4
590090103,Babylone,6
590090104,Recueil,41
590090201,Pres,12
590090202,Gendarmerie,3
590090203,Croisure,41
590090204,Les Facultes,11
590090206,Chateau,11
590090207,Bourg,3
590090301,Cousinerie Est,12
590090303,Cousinerie Ouest,6
590090304,Cousinerie Centre,12
590090305,Les Moulins,11
590090306,Heron,2
590090401,Fusilles,8
590090402,Brigode,12
590090403,Annappes,11
590090404,Moulin d'Ascq,4
590090405,Le Pron,33
590090501,Liberte,7
590090502,Poste,5
590090504,Residence Est,6
590090505,Residence Ouest,4
590090601,Cite Scientifique,19
590090602,Triolo Est,8
590090603,Triolo Ouest,11
590090701,Pont de Bois,12
590090703,Veterans,9
590090704,Hotel de Ville,17
590090705,Valmy,24
590100000,Anneux,7
590110101,Nord Ouest,24
590110102,Nord,10
590110103,Sud Est,19
590120000,Anor,45
590130000,Anstaing,11
590140101,nord est,24
590140102,centre 1,8
590140103,nord ouest,3
590140104,centre 2,7
590140105,sud ouest,17
590140106,sud,12
590150000,Arleux,30
590160000,Armbouts-Cappel,27
590170101,base de loisirs des pre du hem,3
590170102,pres du hem,9
590170103,quartier salengro,17
590170201,bizet 1,5
590170202,bizet-leo lagrange,9
590170301,route d'houplines 1,5
590170303,route d'houplines 3,7
590170304,route d'houplines 4,8
590170305,Route d'Houplines 2,8
590170401,centre republique 1,11
590170402,centre republique 2,13
590170403,centre republique 3,14
590180000,Arnèke,34
590190000,Artres,15
590210000,Assevent,16
590220000,Attiches,22
590230000,Aubencheul-au-Bac,7
590240000,Auberchicourt,25
590250000,Aubers,25
590260000,Aubigny-au-Bac,15
590270000,Aubry-du-Hainaut,14
590280101,Lavalee-Champfromentin,9
590280102,Centre,18
590280103,Bon Air et Asturies,16
590290000,Auchy-lez-Orchies,18
590310000,Audignies,6
590320101,Sud,16
590320102,Nord Ouest,10
590320103,Est,18
590330101,Quartier Cheminots,7
590330102,Fache de la Chapelle+Zac d'Aymeries,9
590330103,Fache du Bouvier+Aymeries,15
590330104,Centre Ville,17
590330105,Quartier Vallourec,15
590340000,Avelin,49
590350000,Avesnelles,34
590360101,Sud Ouest,14
590360102,Nord Est,16
590370000,Avesnes-les-Aubert,25
590380000,Avesnes-le-Sec,13
590390000,Awoingt,10
590410000,Bachant,24
590420000,Bachy,16
590430101,Saint-Vaast,11
590430201,pre aux chenes,10
590430301,sud,51
590430401,centre,22
590430501,nord,81
590440000,Baisieux,37
590450000,Baives,10
590460000,Bambecque,21
590470000,Banteux,7
590480000,Bantigny,7
590490000,Bantouzelle,8
590500000,Bas-Lieu,13
590510101,Sud,19
590510102,Nord,22
590520101,Nord,15
590520102,Sud,12
590530000,Bavay,45
590540000,Bavinchove,22
590550000,Bazuel,13
590560000,Beaucamps-Ligny,12
590570000,Beaudignies,11
590580000,Beaufort,25
590590000,Beaumont-en-Cambrésis,5
590600000,Beaurain,3
590610000,Beaurepaire-sur-Sambre,10
590620000,Beaurieux,7
590630000,Beauvois-en-Cambrésis,8
590640000,Bellaing,13
590650000,Bellignies,11
590660000,Bérelles,5
590670000,Bergues,18
590680000,Berlaimont,35
590690000,Bermerain,9
590700000,Bermeries,8
590710000,Bersée,35
590720000,Bersillies,4
590730000,Berthen,15
590740000,Bertry,20
590750000,Béthencourt,14
590760000,Bettignies,4
590770000,Bettrechies,6
590780000,Beugnies,9
590790101,Nord,13
590790102,Fenelon,5
590790103,Sud,13
590800000,Beuvry-la-Forêt,31
590810000,Bévillers,7
590820000,Bierne,43
590830000,Bissezeele,9
590840000,Blaringhem,47
590850000,Blécourt,6
590860000,Boeschepe,49
590870000,Boëseghem,20
590880000,Bois-Grenier,30
590890000,Bollezeele,31
590900101,domaine de la vigne,17
590900102,bois blancs-pave linselles-peupliers,32
590900103,centre,15
590900104,bois d'achelles,38
590910000,Borre,16
590920000,Bouchain,43
590930000,Boulogne-sur-Helpe,14
590940101,Centre,13
590940102,Nord,36
590940103,Sud,31
590960000,Bourghelles,14
590970000,Boursies,10
590980000,Bousbecque,37
590990000,Bousies,25
591000000,Bousignies,6
591010000,Bousignies-sur-Roc,14
591020000,Boussières-en-Cambrésis,4
591030000,Boussières-sur-Sambre,9
591040000,Boussois,17
591050000,Bouvignies,16
591060000,Bouvines,10
591070000,Bray-Dunes,43
591080000,Briastre,10
591090000,Brillon,13
591100000,Brouckerque,28
591110000,Broxeele,7
591120101,trois au bois,5
591120102,rocquignol,16
591120103,marais de l'epaix,6
591120104,centre,8
591120105,haultiere,10
591120106,le marais foucart,13
591130000,Bruille-lez-Marchiennes,9
591140000,Bruille-Saint-Amand,23
591150000,Brunémont,4
591160000,Bry,6
591170000,Bugnicourt,15
591180000,Busigny,41
591190000,Buysscheure,15
591200000,Caëstre,37
591210000,Cagnoncles,11
591220101,cambrai 1,31
591220102,cambrai 2,23
591220103,cambrai 3,19
591220104,cambrai 4,17
591220105,cambrai 5,8
591220106,cambrai 6,8
591220107,cambrai 7,17
591220108,cambrai 8,32
591220109,cambrai 9,24
591220110,cambrai 10,19
591220113,cambrai 13,22
591220114,cambrai 14,8
591230000,Camphin-en-Carembault,19
591240000,Camphin-en-Pévèle,25
591250000,Cantaing-sur-Escaut,8
591260000,Cantin,17
591270000,Capelle,2
591280000,Capinghem,22
591290000,Cappelle-en-Pévèle,30
591300000,Cappelle-Brouck,31
591310101,Centre,7
591310102,Sud,11
591310103,Ouest,15
591310104,Cite des Cheminots-Cural,9
591320000,Carnières,15
591330000,Carnin,7
591340000,Cartignies,48
591350000,Cassel,42
591360101,Ouest,29
591360102,Centre,21
591360103,Est,25
591370000,Catillon-sur-Sambre,19
591380000,Cattenières,11
591390101,nord ouest,15
591390102,centre 1,12
591390103,est,30
591390104,centre 2,10
591390105,barbusse,15
591390106,sud,42
591400000,Caullery,11
591410000,Cauroir,6
591420000,Cerfontaine,9
591430102,Le Bourg-Les Masures,14
591430103,Sud,41
591430104,Nord,8
591440000,Château-l'Abbaye,10
591450000,Chemy,8
591460000,Chéreng,18
591470000,Choisies,1
591480000,Clairfayts,9
591490000,Clary,17
591500000,Cobrieux,9
591510000,Colleret,29
591520101,la gaie perche,35
591520102,centre ville,28
591520201,l'apothicaire,7
591520202,le rossignol,16
591520203,Sainte-Marguerite,22
591530101,nord,11
591530102,Cite du Gras Boeuf,3
591530103,sud ouest,14
591530104,sud,12
591530105,est,18
591550101,vieux coudekerque,23
591550201,centre nord 1,3
591550202,centre nord 2,3
591550203,centre nord 3,1
591550301,centre ville 2,9
591550302,centre ville 1,19
591550401,Saint-Pierre 1,10
591550402,Saint-Pierre 2,4
591550501,steendam,13
591560000,Courchelettes,20
591570000,Cousolre,28
591580000,Coutiches,37
591590000,Craywick,17
591600000,Crespin,29
591610000,Crèvec?ur-sur-l'Escaut,24
591620000,Crochte,25
591630101,centre 1,10
591630102,centre 2,19
591630104,centre 4,8
591630201,Saint-Pierre 1,3
591630202,Saint-Pierre 2,3
591630203,Saint-Pierre 3,5
591630204,Saint-Pierre 4,2
591630301,beaumont 1,19
591630302,beaumont 2,15
591640000,Croix-Caluyau,4
591650101,La Roseraie-Les Treize-Les Quinsions,7
591650102,Zac Notre Dame,17
591650103,Centre-Petit Cuincy,20
591660000,Curgies,13
591670000,Cuvillers,5
591680000,Cysoing,43
591690000,Damousies,6
591700101,Faubourg St-Germain-La Croix de Pierre,12
591700102,La Longue Borne-Fond de Gaillot,28
591710000,Dehéries,1
591720101,faubourg du chateau,14
591720102,bellevue,15
591720103,couture et turenne,19
591720104,centre-ville nord,10
591720105,centre-ville sud,32
591720106,nouveau monde,26
591730000,Deûlémont,23
591740000,Dimechaux,8
591750000,Dimont,9
591760000,Doignies,8
591770000,Dompierre-sur-Helpe,32
591780101,hameau de frais marais,35
591780102,quartier de la gare,26
591780103,quartier place carnot,17
591780104,quartier place d armes et du barlet,35
591780105,faubourg de cambrai et de paris,20
591780107,quartier casernes caux corbineau,20
591780108,quartier faubourg d esquerchin,15
591780109,quartier sous prefecture,13
591780110,quartier charles bourseul,9
591780111,quartier faubourg de bethune,9
591780112,polygone hameau de wagnonville,22
591780113,quartier nord est scarpe et derivation,23
591780114,hameau de dorignies,35
591780117,quartier residence gayant,11
591790101,nord,16
591790102,sud,19
591790103,pitegnie,6
591790104,centre,9
591800000,Le Doulieu,23
591810000,Dourlers,13
591820000,Drincham,7
591830101,Zone Portuaire,43
591830201,Citadelle-Victoire,42
591830202,Centre,24
591830203,Sud-Gare,28
591830301,Malo Turenne Nord,8
591830401,Glacis,3
591830402,Stade Tribut,10
591830501,Malo Turenne Sud,5
591830502,Malo Sud,6
591830503,Rosendael-Anatole France,4
591830601,Malo Bagatelle,4
591830602,Malo Meridien,7
591830603,Malo Britania,5
591830701,Rosendael Centre,3
591830702,Zamenhoff,6
591830801,Malo Terminus,7
591830802,Rosendael Tente Verte,12
591830803,Rosendael Maraichais,8
591830901,Rosendael Hopital,14
591830902,Rosendael Felix Coquelle,7
591831001,Jeu de Mail-Carre-Ile Jeanty,19
591831002,Basse Ville,7
591831101,Louis XIV,5
591831102,Banc Vert,5
591831201,Ps-Mairie Annexe,8
591831202,Pont Loby,17
591831301,Dessinguez,12
591831302,Meunerie Nord,8
591831303,Meunerie Sud,71
591831401,Mardyck,17
591831501,Gare de Triage,1
591831502,Plaine Bayard,8
591831503,Cheminots,5
591831601,Jardins,5
591831602,Bazennes,7
591831701,Quai Wilson,15
591831801,Saint-Gobin,5
591831802,Jean Bart Guynemer,7
591831803,Saint-Benoit,6
591831901,Romain Roland,9
591831902,Carnot,4
591832001,Fort-Mardyck Ouest,7
591832002,Fort-Mardyck Est,8
591840000,Ebblinghem,22
591850000,Écaillon,12
591860000,Eccles,3
591870000,Éclaibes,5
591880000,Écuélin,4
591890000,Eecke,30
591900000,Élesmes,14
591910000,Élincourt,13
591920000,Émerchicourt,11
591930000,Emmerin,19
591940000,Englefontaine,15
591950000,Englos,11
591960000,Ennetières-en-Weppes,31
591970000,Ennevelin,34
591980000,Eppe-Sauvage,25
591990000,Erchin,11
592000000,Eringhem,25
592010000,Erquinghem-le-Sec,4
592020000,Erquinghem-Lys,37
592030000,Erre,12
592040000,Escarmain,7
592050101,Centre,15
592050102,Sud Est,18
592050103,Nord Ouest,19
592060000,Escaud?uvres,6
592070000,Escautpont,25
592080000,Escobecques,5
592090000,Esnes,15
592100000,Esquelbecq,41
592110000,Esquerchin,5
592120101,Est,30
592120102,Ouest,34
592130000,Estourmel,8
592140000,Estrées,16
592150000,Estreux,12
592170000,Eth,5
592180000,Étr?ungt,47
592190000,Estrun,7
592200101,Thumesnil Nord,8
592200102,Croisette,11
592200103,Thumesnil Mairie,5
592200201,Z.A.C. Economique Commerciale,15
592200202,Village de Faches,4
592200203,Mont de Faches,8
592200204,Cinq Bonniers,10
592200205,periseaux,8
592210000,Famars,29
592220000,Faumont,27
592230000,Le Favril,14
592240000,Féchain,23
592250101,Nord Est,24
592250102,Sud,55
592250103,Nord Ouest,10
592260000,Felleries,21
592270101,Sud,10
592270102,Nord,13
592280000,Férin,14
592290000,Féron,17
592300101,Nord,4
592300102,Sud Est,24
592300103,Sud Ouest,22
592310000,Ferrière-la-Petite,13
592320000,La Flamengrie,9
592330000,Flaumont-Waudrechies,8
592340101,Quartier du Pont de la Deule,13
592340102,Flers Centre,34
592340103,Le Villers,5
592360000,Flesquières,5
592370000,Flêtre,19
592380000,Flines-lès-Mortagne,24
592390101,Sud Est,29
592390102,Nord Ouest,18
592400000,Floursies,3
592410000,Floyon,29
592420000,Fontaine-au-Bois,10
592430000,Fontaine-au-Pire,11
592440000,Fontaine-Notre-Dame,33
592460000,Forest-en-Cambrésis,6
592470000,Forest-sur-Marque,9
592490101,les haies bourriaux-la marlière,17
592490102,centre 2,10
592490103,la concorde,19
592490104,centre 1,4
592490105,les noires terres,18
592490106,sud est,23
592500000,Fournes-en-Weppes,29
592510000,Frasnoy,9
592520000,Frelinghien,35
592530101,Nord Ouest,9
592530102,Est,24
592530103,Sud Ouest,10
592540000,Fressain,8
592550000,Fressies,5
592560000,Fretin,74
592570000,Fromelles,17
592580000,Genech,30
592590000,Ghissignies,6
592600000,Ghyvelde,66
592610000,Glageon,27
592620000,Godewaersvelde,46
592630000,G?ulzin,16
592640000,Gognies-Chaussée,13
592650000,Gommegnies,35
592660000,Gondecourt,37
592670000,Gonnelieu,8
592680101,Ouest,24
592680102,Est,45
592690000,Gouzeaucourt,22
592700000,Grand-Fayt,13
592710101,Ecarts,69
592710201,Saint-Jacques Centre,7
592710202,Saint-Jacques Exterieur,6
592710301,Europe,7
592710401,Albeck Sud,6
592710402,ALBECK Nord,10
592710501,COURGHAIN Centre,13
592710502,COURGHAIN Exterieur,12
592710601,Moulin,7
592710602,Basroch,8
592720101,Centre,5
592720102,Stade,4
592720103,Banc à Groseilles,9
592730101,petit fort philippe,6
592730102,polder,11
592730103,centre,17
592730104,les huttes-nord banc,16
592730105,pont de pierres-charles leure,64
592740000,La Groise,17
592750000,Gruson,12
592760101,Malmaison-Petit Marais-Puits à Marne,15
592760102,Centre,11
592770000,Gussignies,8
592780000,Hallennes-lez-Haubourdin,36
592790101,Molinel Colbras,13
592790102,Molinel,20
592790103,Le Colbras,6
592790201,Centre,7
592790202,Forage,7
592790203,Pannerie-Rouge Porte,3
592790301,Les Ecoles,6
592790302,Mont Fleuri,15
592790303,Mont-Triez Cailloux,37
592800000,Hamel,13
592810000,Hantay,8
592820000,Hardifort,14
592830000,Hargnies,10
592840000,Hasnon,31
592850000,Haspres,23
592860101,Rive Gauche 1,10
592860102,Rive Gauche 2,12
592860201,Rive Droite 1,14
592860202,Rive Droite 2,17
592860203,Rive Droite 3,15
592860204,Zone Verte,3
592870000,Haucourt-en-Cambrésis,2
592880000,Haulchin,20
592890000,Haussy,17
592900000,Haut-Lieu,22
592910101,Saint-Marcel,15
592910102,gare,14
592910103,cimetiere-eglise,25
592910104,les tulipes-cite de forest,13
592910105,entree 2 bois-la chesnaie-les bateliers,21
592920000,Haveluy,16
592930000,Haverskerque,23
592940000,Haynecourt,7
592950101,hazebrouck 1,13
592950102,hazebrouck 2,16
592950103,hazebrouck 3,23
592950104,hazebrouck 4,10
592950105,hazebrouck 5,14
592950106,hazebrouck 6,26
592950107,hazebrouck 7,6
592950108,hazebrouck 8,7
592950110,hazebrouck 10,31
592950112,Hazebrouck 9 réduit,26
592960000,Hecq,6
592970000,Hélesmes,14
592990101,Beaumont,5
592990102,Trois Baudets,3
592990103,Lionderie,2
592990201,Le Trie,13
592990202,Vieux quartiers-Tribonnerie,12
592990203,Vieux quartiers-Civron,30
592990204,la vallee-petit lannoy,6
592990301,Trois Fermes,5
592990302,Longchamp,6
592990303,Hauts Champs,1
593000000,Hem-Lenglet,9
593010000,Hergnies,43
593020000,Hérin,19
593030000,Herlies,24
593040000,Herrin,4
593050000,Herzeele,40
593060000,Hestrud,9
593070000,Holque,18
593080000,Hondeghem,26
593090000,Hondschoote,67
593100000,Hon-Hergies,23
593110000,Honnechy,13
593120000,Honnecourt-sur-Escaut,21
593130000,Hordain,27
593140000,Hornaing,25
593150000,Houdain-lez-Bavay,16
593160000,Houplin-Ancoisne,26
593170101,Ouest,9
593170102,Nord,15
593170103,Sud,27
593180000,Houtkerque,30
593190000,Hoymille,30
593200000,Illies,25
593210000,Inchy,11
593220000,Iwuy,29
593230000,Jenlain,18
593240101,zone d'activite,7
593240102,quartier nord,19
593240103,le centre,10
593240104,gare et environs,9
593240105,le lambrecon,11
593240106,quewette et bersillies,8
593250000,Jolimetz,17
593260000,Killem,29
593270101,Nord Ouest,10
593270102,Nord Est,14
593270103,Sud,15
593280101,Cessoie,9
593280102,Pacot Vandracq,8
593280103,Rue de lille,9
593280201,braille-verghelles-cite familiale-,5
593280202,Briqueterie,4
593280203,conquerants,12
593280301,chateaux-Carnoy,10
593280302,Bourg,18
593280403,Canon d'or,4
593280405,Champs de Courses-Delecaux,12
593280501,canteleu-ampere,11
593280502,canteleu-colysee,7
593290102,Sud,38
593290106,Nord,14
593300000,Landas,33
593310000,Landrecies,55
593320000,Lannoy,5
593330000,Larouillies,9
593340000,Lauwin-Planque,23
593350000,Lecelles,47
593360000,Lécluse,10
593370000,Lederzeele,18
593380000,Ledringhem,18
593390101,Centre,6
593390102,Ouest,24
593390103,Est,27
593400101,Centre,8
593400102,Village,19
593410000,Lesdain,6
593420000,Lez-Fontaine,8
593430101,Voyettes-Crt-Aeroport,78
593430105,Centre,13
593440000,Leval,20
593450000,Lewarde,22
593460000,Lezennes,32
593470000,Liessies,22
593480000,Lieu-Saint-Amand,22
593490000,Ligny-en-Cambrésis,27
593500101,lille centre 1,1
593500104,lille centre 4,14
593500105,lille centre 5,11
593500106,lille centre 6,40
593500107,lille centre 7,5
593500108,lille centre 8,5
593500109,lille centre 9,9
593500110,lille centre 10,7
593500111,lille centre 11,32
593500112,lille centre 12,36
593500113,lille centre 13,22
593500114,lille centre 14,3
593500115,lille centre 15,7
593500116,lille centre 16,18
593500117,lille centre 17,12
593500118,lille centre 18,9
593500119,lille centre 19,21
593500201,vieux lille 1,12
593500202,vieux lille 2,14
593500203,vieux lille 3,21
593500204,vieux lille 4,18
593500205,vieux lille 5,11
593500206,vieux lille 6,5
593500207,vieux lille 7,10
593500302,vauban-esquermes,3
593500303,Catinat,7
593500304,Cordonnier,8
593500305,Colson,15
593500306,Arbonnoise,5
593500307,Lille-Acier,6
593500308,Grande Brasserie,11
593500309,Lestiboudois,9
593500310,Citadelle,13
593500401,Montebello,8
593500402,Sarrazins,8
593500403,Magenta-Fombello,6
593500404,Flandre,12
593500405,Brigode,7
593500406,Franklin,14
593500407,Stations,11
593500408,Justice,4
593500409,Mairie,6
593500410,barthelemy,8
593500501,Strasbourg,2
593500502,Seclin,4
593500503,Arsenal,7
593500504,Fac de Droit,12
593500506,Arras,19
593500507,Belfort,7
593500508,Trevise,16
593500601,Baltique-Vieux Faubourg,9
593500602,Concorde 1,3
593500603,Verhaeren,2
593500604,Concorde 2,4
593500701,Chr,13
593500702,Faubourg des Postes A,3
593500703,Faubourg des Postes B,10
593500704,Croisette A,4
593500705,Croisette B,7
593500706,Giraudoux,3
593500707,400 maisons-cimetiere du Sud,6
593500709,Lopofa-Tudor,6
593500710,Faubourg de Douai,10
593500711,Balzac-Lazarre Garreau,12
593500801,Marx Dormoy,18
593500802,Canteleu,18
593500803,Vieux Bois-Blancs,6
593500804,Aviateurs,5
593500901,Buisson,16
593500902,Notre Dame de Pellevoisin,9
593500903,Pellevoisin-Rouges Barres,5
593500904,Cudl,2
593500905,Saint-Maurice-cimetiere de l'Est,14
593500906,Saint-Maurice des Champs,12
593500907,Saint-Maurice-Briqueterie,12
593500908,Saint-Maurice-Saint-Gabriel,6
593501001,Centre,6
593501002,entree lille fives,8
593501003,Caulier,29
593501004,Marbrerie,4
593501005,Lannoy,9
593501006,Convention,7
593501007,Mont de Terre,12
593501008,Petit Maroc,18
593502401,epine mont de terre 1,2
593502402,epine mont de terre 2,4
593502403,epine mont de terre 3,3
593502404,epine mont de terre 4,6
593502405,epine mont de terre 5,2
593502501,centre 1,6
593502502,centre 2,8
593502503,centre 3,9
593502601,les sarts 1,6
593502602,les sarts 2,4
593502603,les sarts 3,9
593502701,zone d activite-min,24
593502702,bourg delivrance 2,7
593502703,bourg delivrance 3,8
593502704,bourg delivrance 4,12
593502705,bourg delivrance 5,3
593502706,Plate-forme multimodale,12
593502801,mitterie 1,15
593502802,mitterie 2,34
593502901,mont a camp-marais 1,6
593502902,mont a camp-marais 2,6
593502903,mont a camp-marais 3,4
593502904,mont a camp-marais 4,5
593503001,sud marais 1,19
593503002,sud marais 2,10
593503003,sud marais 3,9
593510000,Limont-Fontaine,17
593520101,Centre,7
593520102,Ouest,22
593520103,Est,25
593530000,Locquignol,24
593540000,Loffre,9
593560000,Lompret,18
593570000,La Longueville,39
593580000,Looberghe,34
593590101,Les Kempes,32
593590102,Grande Vacquerie,36
593590103,Centre,9
593600101,Kuhlmann,15
593600102,parc du chateau,10
593600103,Parc Longchamp,14
593600104,Mairie,4
593600105,Maison d'arrêt,3
593600201,Oliveaux 2,2
593600203,Oliveaux 3,1
593600301,Ennequin,4
593600302,eurasante,30
593600303,republique,3
593610000,Lourches,24
593630000,Louvignies-Quesnoy,14
593640000,Louvil,6
593650101,Lac du Paradis,15
593650102,Centre,11
593650103,Sous le Bois,28
593660000,Lynde,22
593670101,lebas fresnoy,22
593670102,general leclerc bon poste,8
593670103,paul bert jules guesde,7
593670104,cohem vert pre,16
593670105,justice longchamp,16
593680101,Berckem-Kleber-Saint Charles 1,14
593680102,Berckem-Kleber-Saint Charles 2,5
593680103,Berckem-Kleber-Saint Charles 3,11
593680201,centre 1,5
593680202,centre 2,9
593680301,pompidou-nouvelle madeleine 1,8
593680302,pompidou-nouvelle madeleine 2,8
593680401,grand boulevard 1,13
593680402,grand boulevard 2,20
593690000,Maing,28
593700000,Mairieux,10
593710000,Le Maisnil,10
593720000,Malincourt,9
593740000,Marbaix,12
593750000,Marchiennes,37
593770000,Marcoing,30
593780101,septentrion,28
593780102,Pont courroy,9
593780201,Briqueterie,7
593780202,Pont de Marcq,7
593780301,croise laroche,10
593780302,croise petite hollande,12
593780303,Delcenserie,16
593780304,Pilaterie,12
593780401,Buisson,15
593780402,May four,9
593780403,Plouich Saint-Louis,7
593780404,Plouich Torgue,10
593780501,Hautes loges,8
593780502,clemenceau,16
593780601,quesne-chateau rouge,24
593780602,Hotel de ville,13
593780701,Bourg Saint-Vincent,10
593780702,Plaine de menin,7
593790000,Marcq-en-Ostrevent,8
593810000,Maresches,7
593820000,Maretz,18
593830101,marly nord,20
593830102,Centre,18
593830103,Petit Cavin-Fontinettes,12
593830104,Les Floralies,4
593830105,La Briquette,26
593840000,Maroilles,40
593850000,Marpent,24
593860101,le gibet,10
593860102,lommelet,22
593860103,L'abbaye,6
593860104,lazaro le touquet centre,16
593860105,Za-Cite Courbet-Saint Charles,14
593870000,Marquette-en-Ostrevant,16
593880000,Marquillies,18
593890000,Masnières,32
593900000,Masny,27
593910000,Mastaing,14
593920101,Epinette Peripherie,13
593920102,Epinette Centre,8
593920201,Faubourg de Mons,15
593920202,Pont Allant,20
593920301,Centre Ville,18
593920302,Provinces Francaises,4
593920303,Faubourg Saint-Larare,23
593920401,Faubourg Saint-Quentin,8
593920402,Douzies,17
593920403,Sous le Bois Centre,15
593920404,Sous le Bois Ouest,4
593920405,Mont Plaisir,17
593920501,Petite Savate,17
593920502,Saint-Suaire,5
593920503,Faubourg de Valenciennnes,12
593930000,Maulde,6
593940000,Maurois,4
593950000,Mazinghien,8
593960000,Mecquignies,13
593970000,Merckeghem,28
593980000,Mérignies,32
593990000,Merris,24
594000101,Ouest,23
594000102,Nord,27
594000103,Centre,22
594000104,Sud,38
594010000,Méteren,56
594020000,Millam,23
594030000,Millonfosse,10
594050000,M?uvres,11
594060000,Monceau-Saint-Waast,16
594070000,Monchaux-sur-Écaillon,11
594080000,Moncheaux,16
594090000,Monchecourt,16
594100101,Le baroeul,18
594100102,ancien Mons,5
594100201,Lamartine,7
594100202,Napoleon,8
594100203,les Provinces,4
594100302,H tel de ville,4
594100303,Louis XIV,4
594100304,Vauban,4
594100401,Guinguette,4
594100402,les Sarts,5
594100403,Becquerel,10
594110000,Mons-en-Pévèle,36
594120000,Montay,6
594130000,Montigny-en-Cambrésis,16
594140101,Nord,22
594140102,Sud,12
594150000,Montrécourt,4
594160000,Morbecque,59
594180000,Mortagne-du-Nord,11
594190000,Mouchin,20
594200000,Moustier-en-Fagne,5
594210101,vauban-100 maisons-mairie,9
594210102,duriez-escalette,7
594210103,centre-rue de londres,18
594210104,hautmont-mirabeau,13
594210105,francs-epinette,13
594220000,Naves,8
594230000,Neuf-Berquin,15
594240000,Neuf-Mesnil,8
594250000,Neuville-en-Avesnois,4
594260101,Moulin Briqueterie,12
594260102,Dronckaert Risquons Tout,42
594260103,Vieille Motte Rosieres,5
594260104,Bailly,20
594260105,Centre Ville,7
594270000,La Neuville,6
594280000,Neuville-Saint-Rémy,22
594290000,Neuville-sur-Escaut,24
594300000,Neuvilly,16
594310101,Nord,35
594310102,Sud,35
594320000,Niergnies,9
594330000,Nieurlet,17
594340000,Nivelle,15
594350000,Nomain,38
594360000,Noordpeene,36
594370000,Noyelles-lès-Seclin,29
594380000,Noyelles-sur-Escaut,9
594390000,Noyelles-sur-Sambre,9
594400000,Noyelles-sur-Selle,10
594410000,Obies,13
594420000,Obrechies,5
594430000,Ochtezeele,12
594440000,Odomez,12
594450000,Ohain,19
594460000,Oisy,5
594470101,Nord,17
594470102,Centre,17
594470103,Sud,9
594470104,Zone d'Activite,23
594480000,Oost-Cappel,10
594490101,Est,20
594490102,Ouest,28
594490103,Sud,11
594500000,Ors,18
594510000,Orsinval,9
594520101,Nord,16
594520102,Sud,18
594530000,Oudezeele,20
594540000,Oxelaëre,16
594550000,Paillencourt,14
594560101,Parc d'Anchin-Calvaire-Cite Barrois,12
594560102,Centre,13
594560103,Chasse du Vred-Bas du Bias-Bois des Eclusettes,14
594570101,Est,9
594570102,Nord et Ouest,7
594570103,Sud,22
594580000,Péronne-en-Mélantois,5
594590101,Nord,34
594590102,Sud,16
594610000,Petit-Fayt,17
594620000,Phalempin,40
594630000,Pitgam,40
594640000,Poix-du-Nord,23
594650000,Pommereuil,7
594660000,Pont-à-Marcq,22
594670000,Pont-sur-Sambre,30
594680000,Potelle,10
594690000,Pradelles,6
594700000,Prémesques,19
594710000,Préseau,18
594720000,Preux-au-Bois,14
594730000,Preux-au-Sart,6
594740000,Prisches,40
594750000,Prouvy,32
594760000,Proville,38
594770000,Provin,22
594780000,Quaëdypre,59
594790000,Quarouble,26
594800000,Quérénaing,9
594810000,Le Quesnoy,54
594820101,Rive Droite,31
594820102,Rive Gauche,28
594830000,Quiévelon,3
594840101,Centre,14
594840102,Nord Ouest,28
594850000,Quiévy,12
594860000,Râches,24
594870000,Radinghem-en-Weppes,21
594880000,Raillencourt-Sainte-Olle,37
594890000,Raimbeaucourt,31
594900000,Rainsars,9
594910101,raismes centre 1,20
594910102,sabatier,9
594910103,lagrange et foret,2
594910104,raismes centre 2,10
594910105,vicoigne,21
594910106,petit paris,13
594930000,Ramousies,12
594940000,Raucourt-au-Bois,4
594950000,Recquignies,22
594960000,Rejet-de-Beaulieu,10
594970000,Renescure,42
594980000,Reumont,4
594990000,Rexpoëde,36
595000000,Ribécourt-la-Tour,9
595010000,Rieulay,15
595020000,Rieux-en-Cambrésis,13
595030000,Robersart,3
595040000,R?ulx,20
595050000,Rombies-et-Marchipont,10
595060000,Romeries,4
595070101,Petit Ronchin 1,4
595070102,Petit Ronchin 2,4
595070103,Petit Ronchin 3,13
595070104,Petit Ronchin 4,8
595070201,Cite Jardin 1,7
595070202,Cite Jardin 2,7
595070203,Cite Jardin 3,6
595070301,Champ du Cerf 1,11
595070303,Champ du Cerf 3,6
595070306,Champ du Cerf 2 étendu,7
595080101,centre-plat vinage 1,3
595080102,centre-plat vinage 2,8
595080103,centre-plat vinage 3,15
595080104,Centre International de Transport,6
595080201,vallee blanc four 1,25
595080202,vallee blanc four 2,12
595080203,vallee blanc four 3,22
595090101,Roost-Bernicourt,13
